seed,is_test_seed
7459877858876489589,False
1600734856858173161,False
7503430658249828451,False
973501868668513956,False
4421290743719803997,False
7699002379347508133,False
8800319778874463856,False
5349973069975238929,False
4670810399671744060,False
5715392351758125269,False
6362570376782875963,False
5247859687525092370,False
6781266977990904970,False
3461370076605642623,False
8091512148899494029,False
3915997632444898082,False
2302462795013198085,False
2516860180737529294,False
4380505569700024856,False
6581345005606359507,False
7495006731768200150,False
9180663305548696234,False
1533183759160922503,False
6968247733774402124,False
3944755333875333390,False
7232123568249516458,False
4579720369001495083,False
6557405691522479058,False
793609275302493660,False
1049330356227047588,False
4117591545733056701,False
5167788643498767111,False
6717810068620263043,False
7576774302945507532,False
7328781434366522648,False
7900164861427802420,False
117504664160250508,False
8925124032929418642,False
8859241824078440545,False
3187679712526089661,False
110038868853981958,False
3627388436880068538,False
2779516429729016760,False
7931289578250217445,False
1232941679364545788,False
5868759471583209312,False
6861476661098734053,False
1865086691621437642,False
4925041279684298795,False
1518200171322995902,False
1692143137484365195,False
763478012772999150,False
2697281482969462926,False
332597919085152812,False
4520257419338478002,False
7134364342014543282,False
7277516843394744097,True
99057150644217774,False
2344055690419483899,False
7091007470815986871,False
4166856746885157232,False
3500347850526927258,True
2389253150819995428,True
4570509035829696675,False
7789205844725758385,False
4642436038054102023,False
1787941514878883208,False
8929826153754965432,False
682189208582387688,False
3363447471347952286,False
2926585634683322716,False
8049201074450267569,False
5553223501009378571,False
1148440339696531016,False
2879871538485820913,False
4064603391222163606,False
8942481901599435817,False
1549461374574530616,False
651138209759537222,False
6226147760487643152,False
207636314273422534,False
224390498249938765,False
8475066894912087759,False
106959281566885638,False
629222221417518647,False
5362104396617304140,False
4944924048861286210,False
1935941215952413182,True
766610790500663364,False
2431811936647590634,False
2393800274157529373,False
8378618977223437,False
575319104523944815,False
8387126071709372139,False
2501331586421907420,False
1872278660743842661,False
3138832418059470215,False
7610189314124074425,False
7362362775137228580,False
955018109676379369,False
1752040528619793911,False
147896786013897637,False
8227029305374196365,False
5326422067455899481,False
2212626460967820186,False
6441592370873539912,False
2878690792630422259,False
2597787128605563205,False
6720550703213952884,False
3425993426322487971,False
5119940319156230635,False
5003618461313330084,False
1392228895786762665,True
6068985302038139611,False
143770880366577899,False
8996463938343352018,False
8891270621996894190,False
5048529910721813382,False
5541161477843724929,False
9182692647874105702,False
7082636670697038070,False
1992462379887219497,False
8678999848881922996,False
5609116764619542879,False
3288952981275680110,False
2995417158282720637,False
8888866857220559242,False
6160046578004275045,False
1727889955694358431,False
4362885358752992244,False
1785438033873981882,False
5168414129198889165,False
6739422344839757120,False
2953711625535023193,False
8242561117541071435,False
1451161620358450183,False
7035473649363174710,False
7480181877296170813,True
6178216599193220225,False
9069315718118463342,False
7882556526151558839,False
5480056110905066654,False
4935032755516314872,False
6473136780194693932,False
3776101143527987067,False
7856453766471277273,False
6173850937287751453,False
7054290290433404320,False
8087509893662625760,False
8669019816994741755,False
8598279826375782581,False
5745987406790035898,True
23738687109754433,False
6168195146069774911,False
1073790475163716973,False
1167459929229910202,False
374570021819753714,False
3586504044241586332,False
8604200333208442786,False
1363399480814442429,False
4226100064723158280,False
4165152896812016340,False
6689461990721382567,False
5577117585480856176,False
4410565303948955310,False
682447111345309329,False
6938964873476628230,False
8648088480375146381,False
77116095345324911,False
8495602241459035893,False
7218539325168272118,False
4286514506719851665,False
7987364690076850450,False
2350282541984968629,False
3588445624256940375,False
6731571221357550253,False
9176274558115421474,False
4721365179747425517,False
850962797224829806,False
4841721423460897680,False
7719546883277287800,False
5350877667980101902,False
7783645219397665943,False
1579808845015724911,False
7124992392053914862,False
7576150511817882126,False
561748642243468989,False
3373297785079673787,False
4231377254586861891,False
6504982486720533229,False
3100167357438491288,False
328998457450474084,False
2485096739605164855,False
7780598130151931799,False
5512379850961303550,False
1517924706480268759,False
3017184187563859992,True
8564651731813624371,False
4567911774167523640,False
4382242746777554898,False
6791177513482422013,False
9064058946724422043,False
6316720568621089022,False
7384908626243224698,False
8271479171791002591,False
7125162753540906208,False
9221392072377123290,False
4337940277419077578,False
7213056346998179933,False
2351723659171288483,False
8518859234489671174,False
2626813023138784039,False
5295444894358627748,True
3139029342014435993,False
5950472905148983437,False
822640909172085558,False
571861519654474714,False
8356738488163525444,False
4805618247888805441,False
9087817684323336005,False
8239839269043406553,False
7326519064173151808,False
3630199289888967265,False
789399637305343994,False
8602356799198651527,False
8369433710739467005,False
3424756941638445881,False
5914517397892365364,False
8682653879957060870,False
1958350704375251734,False
4272412556455734938,False
2152299881885046413,False
1642416713825892805,False
675848678488453164,False
2605398166757125044,False
8474648010948225709,True
2189914561631286121,True
1535039960943855215,False
5311622946736199896,False
5621728943280789135,False
1942585715532449625,False
2106749284225497186,False
2461166910425036979,False
5165868669328313869,False
513032653081098875,False
1065833865897818395,False
6737409797833704730,False
6360235787757338169,False
6104129209623218715,False
1639141443464832693,False
2522665658083738228,False
7074020960457924065,False
1147134848961153041,False
4130249699970085660,True
2683827872593285955,False
928764602185180327,False
3531146253250540218,False
6356899855288923750,False
7298205032445780108,False
1152060210600779286,False
1605232999120584687,False
7987203103842325796,False
7755460519296415023,False
5688787023157700908,False
2988761499540632089,False
3697255647085859880,False
8353639135980490075,False
1768202119158670497,False
115179130295754423,False
832529100962972410,True
3429341115853539338,True
366256724149497552,False
8693092067706000194,False
6182099717817559812,False
921741629166817816,False
6152095121250658428,False
7211931147881816745,False
1953386096558310068,False
3768213225356078422,False
3277522016027989386,False
1761044437298267217,False
6059537487166840194,False
4446978158280004775,False
4203805087398203042,False
1420478994710463854,False
5374691476113442904,True
7937342526387480659,False
7525672788413418431,False
2503237608727399693,False
7989866838054260988,False
4988293077138049705,False
8773782060162700355,False
2905537290354187534,False
9146939855788604550,False
6679246415674630270,False
5545570368153152864,True
7141721747826397761,False
7102678072332152258,False
5572758617908979191,False
320794544420459172,False
3215527593830330860,False
6641024522661467676,False
3039160522120158669,False
7792143473821311303,False
4117494385457053823,False
2110812505210747404,False
4898238635065934790,False
2004927957779678478,False
5783882693465101653,False
6989404298997856629,False
7117109414611842608,False
5481575598888948571,False
2970226530777554113,False
4070389698026529465,False
444689995163789597,False
6259387082843197356,False
4341603890898615260,False
7309643978656186026,False
3270863000301072444,False
9145510534631977224,False
1394936755446380540,False
9137316487465410392,False
9206678236080617042,False
5110872395229924905,False
6073913278890710832,False
3755723651679993621,False
9155298098437789145,False
9184170790190069183,False
2056892034105972990,False
6107081658837711563,False
7619754459263589547,False
4209811789696438105,False
6289228061185582980,True
7954950535077313459,False
945854009612031206,False
7917519567583467474,False
7784521587364078870,False
6318424737807491006,False
1267321059915248979,False
4042936584863107926,False
8238549759310167892,True
8690610616509954104,False
8098814085151323214,False
2082192587039903061,False
5429987772086769901,False
3811866734063000280,False
6291220509908204645,False
1294603411744368822,False
8493657548869432175,False
3110169538904655478,False
6155064174133305931,False
5026910836996429509,False
99765546402029689,False
2418977057673319336,False
2229318603808533245,False
7194118056649473687,False
9145886571893007273,False
1579221339920375229,False
774564282497581970,False
6255520705592356341,False
2537993944774655911,False
631987618512700225,False
7172471690285110250,False
5954999796635341444,False
2046250294298914909,False
7047440866613658457,False
2482681093920465079,False
8319051631232100206,False
2806298098968076382,False
5326373936255803536,False
3972415172513382811,False
2683228992425244776,False
9077745755725101662,False
3085112962496742791,False
3090575841282791119,False
8136426947693113515,False
942319190224263717,False
7198183219363517706,False
5566840049793729022,False
4771081230047213734,False
3571344135587157153,False
2193002726611429549,False
2595092664628457188,False
5947878406933263342,False
7213226236683969371,False
1203287808814345947,False
4823434107230079966,False
7242551152880821243,False
7885674125456232542,False
98972586592462572,False
6056849424986085287,False
6985717157671864184,False
5330353262207004604,False
3532243845784444786,False
856158843529937416,False
3808080576802450420,False
387412812886872581,False
3510068312009606720,False
2135286080929818825,False
2062833224612061745,False
8540308870245464999,False
8779881298730304990,False
9202740602969675592,False
2689174872013814366,True
6741982831369186265,False
2010493687462039612,False
1142081107065482733,True
4015819450919967402,False
7343601187471214179,False
4192527019818566813,False
51107956625763553,True
3601153092525595919,False
6713558785520847697,False
4221454696353568621,False
7395141504329885894,False
5170936658788606005,False
3275634046276990074,False
6935454489865813984,False
8326439524098004454,False
2273923311600769719,False
4520138150543245819,False
5011413759425956328,True
2845548967232872757,False
8305154363710245249,False
8629286333090552246,False
7521335749057805954,False
5230653532330183747,False
2938840273401964142,False
6467563029224088844,False
1230793549460717764,False
615189718905476752,False
6950915863238866085,False
1496888377752878291,True
315100084100850660,False
4812649288176034651,False
6347978251701896853,False
8046860747441703734,False
6385916298383319164,False
1186462333203753639,True
4409555438417908908,False
6839617735289674008,False
516212386593216142,False
2425026613886111906,False
5888320432119875787,False
614380476907237378,False
4359494874149577964,False
6057871172606442421,False
5744900718016791559,False
3035896804450357555,False
7483075404430533798,False
8783361626234912296,False
3243488412999891564,False
6748454526277895013,False
7919846539389403969,False
319616666893098813,False
5825022301267640303,False
5934179931106603881,False
4771077959182946544,False
2733270135558242180,False
5381387231987179642,False
4660374227121208740,False
5025730127795287979,False
3966994715588947187,False
5306245354146817007,False
2440509148125675894,False
1527813865837141912,False
1402746861010389506,False
948811801796403530,False
1227913489069844142,False
2624001569528036818,False
740381837035182464,False
8154221665486393625,False
248397264555387761,False
4284622123948087607,False
6465286502111358776,False
5197038969171828855,False
3154915390235979117,False
3676812828270619126,False
6890771821929534181,False
7365627090970909616,False
5665180574475662148,False
8729788323493399292,False
793859690869152760,False
8936226511805020743,False
820318843273004484,False
5296731563700924993,False
382842058002500419,False
761241898954819884,False
1724276459706920567,False
3912408229280775209,False
492354395657601660,False
8124219484901871131,False
655532096863142418,False
6764849262661639646,False
3664869576734499810,False
3945118957841047911,False
3911395543666754577,False
8954521400105591169,False
2422792601268419824,False
4341678379058134532,False
8331680914271617684,False
7522036311100405800,False
3175122638468131338,False
301318452602401624,False
2747176438670749875,False
8298350058909945620,True
2068134155179894277,False
6138183224807526761,False
7095282311889681595,False
3909545907040362314,False
7506829698239125828,False
7533900777301687397,False
5998868116145371630,False
2351988791265937802,False
1263123056664800888,False
1901633082749405130,False
4105162986291327982,False
3458853006590334155,False
2361903447420406331,False
8965275424251201057,False
4353524011937464786,False
8305963742085273118,False
8110452011293220026,False
3382454127367116354,False
8172083325258480575,False
8541903624199267658,False
4389306964989259773,False
1881651484805877606,False
8305344358359496303,False
4089279228816917523,False
199811856362448763,False
9190885755145969795,True
8590741576737337709,False
5615901627608668656,False
992805585445740882,False
7441199914653059487,False
890052434967101776,False
5449565094699205932,False
3280272160486876569,False
4334795883950428922,False
2931037036835235543,False
6056037028781658343,False
5848742059808701777,False
8137160801212162006,False
1320951307839042341,False
6556216273759627343,False
457032214654598389,False
9173350045658598016,False
1995560367583157252,False
5084822754545490076,False
1227753218713054686,False
3319493578994725906,False
8843661139443248965,False
5542314747599838606,False
2703421430309262876,False
695666970537061333,False
2761416176976076606,False
4382481647121772875,False
8907291410524473935,False
187294245204280359,False
7087800949882591053,False
6292141884923884559,False
4827890770559267472,False
4658508830059708300,False
4359427195576550412,False
1436768815891478254,False
951517067916228563,False
3897960769614932548,False
3206479537682562447,False
2508581438905865447,False
791266385275058947,False
9138166361546004609,False
4359907684184284145,False
2901155709426256172,False
1133075214839124138,False
2756172201697412377,False
4834808206780076147,False
8610345947641751310,False
4244871976116400297,False
1115146254149411125,False
2819435782790949205,False
5614025636108698173,True
8601926989516059620,False
1171912818066094257,False
3613741461526671759,False
2195707639791819116,False
8819853660867981512,False
8985584592415540840,False
8978670676469325104,False
5578963850241885199,False
2365103984495835161,False
255958339749002032,False
917870182845805875,False
7366259310676843394,False
8197968984544278702,False
2604099135243414499,False
2639069439413905247,False
4006378292016337634,False
5839255746769449834,False
4124755512513169310,False
4552482130644806952,False
4057455212991672597,False
1752357439744694257,False
3392442772567631519,False
1155035663059436744,False
666890044589140694,False
6409278625551999066,False
1978062975318578780,False
8223440403790567844,False
8716391441806946458,False
800178821542226161,False
6461424301669814890,False
2392858472001933105,False
8824961219216041235,False
3312366101325998688,False
1540780371128332537,False
2007236152043522290,False
8039236450288925331,False
3436399453030975930,False
1769471644814463749,False
3180224609583851749,False
1421799080016690437,False
3211136622120112325,True
3350559276535001340,False
8585078043792598073,False
4180725803043617435,False
730788668970912123,False
9091080543014712777,False
1637784511387643680,False
29358332050390194,False
6201033953007310730,False
6347196492972801384,False
2140299797282500943,False
6934649108274256251,False
4371701290871211816,False
3877510095276294506,False
3311445950629840365,False
1191837677656199367,False
8179705672734560462,False
5352953660260405619,False
9103530278138819241,False
3820040756576480867,False
3351062115717545771,False
7317311522995017801,False
8153954231710630305,True
5443739943981847500,False
3928972878185829581,False
8364246181871135529,False
6458273400603952294,False
6553675854234683576,False
8477740799602702112,False
3252969189592760259,False
1197369170380666125,False
4216590920994141197,False
6587932583936473048,False
6692998662463683090,False
8584349845155318489,False
3389763491043225789,False
8357035952063743117,False
7321633958185168739,False
8766172256925599139,False
7193281714139695516,True
4408775918607732996,False
7323705904197012432,False
5239078763880687401,False
1185083514801076214,False
3159126314277904281,False
5229853821645219859,True
1287891756035557912,False
6427463033850237214,False
8177389083754762066,False
7048857279751373790,False
3452987870581420847,False
8641113310859689243,False
2468016579272801572,False
8179873774876799995,False
6643612477390776431,False
5455155000435594167,False
52559066132238773,True
2028181507307325858,False
4858784730297633930,False
8070006523900578596,False
2661920841988702450,False
7479275725828935751,False
2688808223904817105,False
639674242231594659,False
4892171627003544865,False
3369953765284847413,False
6279232493763200152,False
7502550530944829680,False
5109492038360847294,False
5668154012195965026,False
2411352219742273875,False
7775533748407174495,True
7223931317380794195,False
4896796534640663944,False
2899879976705252136,False
6374487445096289372,False
4270514076445474009,False
823763893073299563,False
5034855751456729807,False
7436781632340592222,False
4903695530561545283,False
5262126370888189609,False
279091682332402295,False
6987195796292828969,False
3370640012936688409,False
7515892189112391426,True
5493631200255498812,False
8809105814761050307,False
5379411799347898733,False
5714163930521625867,False
8308815839876017734,False
7740159612937612545,False
7019701803477807520,False
347040526869066251,False
5781934639115752980,False
7301995088170970991,False
2630050564867630267,False
5879507507120536585,False
782358938711616061,False
4453498940478965663,False
3073685595039616306,False
6281735777989873814,False
3947425182976976259,False
653858428777611522,False
2847754427039455080,False
1630952995878566137,False
4577204656662307111,False
8794496435941196357,False
5302763182536795449,False
1932510035386780590,False
4145582215076892917,False
7187509744332341525,False
9015193243953940006,False
5926916740784601218,False
5107677351792147982,False
5408555716620431290,False
536837825503999363,False
6463047791977985580,False
2123017874129681711,False
4255024514634632865,False
3763178223417457627,False
1306863483222134493,False
1962186256607430677,False
2194901257963304163,False
2696590927873464979,False
1116601131150813713,False
6140110071388961536,False
9162115423856838041,False
2569656815326207310,False
5296446593043791131,False
6711508406745889876,False
3090210485798902122,False
1066658403375511903,False
2933720457160337697,False
3511208491872798725,False
2757250967659474229,False
3904485639064071021,False
4846380238998474700,False
8902823430834959057,False
2002102080182556098,False
103570107245199461,False
7785251736162650516,False
2354085230239265866,False
8030446569708813527,False
3826320395665217724,False
2321462550188390075,False
2112728882836483108,False
5818491384211998312,False
2530105136672406848,False
2497471816365401963,True
6114378272734431762,False
8961180137881024753,False
7352965398828227394,False
1141260590987002694,False
7526580017455144746,False
5669247093161159902,True
258140212796243360,False
8789650449609631569,False
4950022818989662785,False
6685293615522802049,False
8384792623212717351,True
2774381483915521345,False
557843174376651127,False
1128413995113251506,False
9174362821020760755,False
1192236835421484245,False
7607806674858854657,False
3280632232668845252,False
3281341957749319078,False
6462320705732937427,False
8744356101566215881,False
7578398167588717004,True
7639277004910428557,False
6031228983601904011,False
792680649011611438,False
603582756622005514,False
7391169265002370778,False
7700757150097009112,False
6814902796839313378,False
8973384671969426405,False
7861772146008909704,False
1740387146329651625,False
2597101619852621202,False
2671969021021102789,False
3126921393288249217,False
6965844064854701764,False
4466911204695486471,False
8932930481016877965,False
3779894662426223422,True
5900058756751398484,False
698634426881076706,False
4129853091991866337,False
2537684744609386245,False
6203835734659826963,False
983049039400347907,False
7154947645972377020,False
6270702856829089776,False
2089450594782911756,False
7901706855882628751,False
6657399515675746177,False
2750289266078602669,False
5656112205710348299,True
8643738712271801669,False
3910372815144247454,False
4494523994938510198,False
27446353038539540,False
6842670055509613324,False
8951411179468003704,False
5930417113513901739,False
1668383797788550058,False
1900799736570483919,False
4384393470210476068,False
2129288507610535081,False
4164577446645142403,False
5074217604267019532,False
4975932895842142887,False
2835666635833993104,False
5388878131102420323,False
8410361167874130830,False
4746481632355400250,False
4481204997818478669,False
2834553814867230901,False
7243711678917116165,False
8947704218743710095,False
2184212577186132875,False
7049698992171362706,False
8669957137411019678,False
7197304931098020808,False
3610861653613024777,False
4335609911790202622,False
1530568364912907320,False
9052138731208222053,False
7932813694348242174,False
1534199687043990385,False
4106340559336350226,True
4192116895891441577,False
8033537441946036792,False
8978673067049014987,False
3162737754408823015,False
4680470438963897771,False
8376191760042345935,False
8278804378203199150,False
5068509143776540758,False
4883424485032849540,False
809170611603070621,False
8879897112847903415,False
3414681086982106843,False
4000292397338964595,False
3850228379651680466,False
1144921006829456980,False
102232620915248160,False
5557321612249155967,False
7273172004563171171,False
405512785495925880,False
7566059056705112314,False
5222978828655008279,False
1650678520872865447,False
960436928652373949,True
5586978120417718662,False
3304300088558855925,False
8631408319832713052,False
3200682872593695231,False
5132532491682427152,False
5079599059288012445,False
9217078159523827528,False
8822433487803303946,False
2976081765955310533,False
3308708938268933216,False
2961204669764851730,False
6757396363964478038,False
631100511017674403,False
4366747468426151336,False
5422337761023738824,False
1329746959453503372,False
8235500019266335867,False
341233956616673447,False
1604422525647312426,False
7817833970325671609,False
5787529414269035367,True
2856214553523619886,False
3690953681777980863,False
1813988662089854151,False
5521427954673103923,False
6312552904153990101,False
7257466725157958456,False
2806481422625262815,False
2327610961420631118,False
815893018048050286,False
4265315830633034184,False
1906990964471119159,False
4985226103521485170,False
2954641584607949858,False
973090682386053621,False
4380099631606789430,False
2479921015719774312,False
9110719991624412880,False
7102402706646679408,False
3751883092251156316,False
8198129771980555376,False
4208410284318090208,True
296025166721549932,False
3982316898199148952,False
2786011795289465479,False
6199888390117700289,False
287344940358982698,False
152017718825473510,False
6624888885867553425,False
5510120666311551221,False
1504753212830821137,False
5114582670277520568,False
4965742130185444620,False
3469673709371260010,False
1341369492321083955,False
5752410753923800032,False
6820298317449596520,False
3723769590836462248,False
1943469419731375432,False
3081665304807232163,False
7047779221654848698,False
412366889841232271,False
869585254146007814,False
6736210039892772665,False
4720658194716245996,False
4104255351360561600,False
8037779935741283241,False
4874270348367538280,False
7389126775715616818,False
8035426647509800196,False
7482250608023300385,False
5330008464036637153,False
2999717482688788889,False
4572222522330329463,False
4430233399487281217,False
4125906879317412082,False
5692362487778008020,False
1889887958778300632,False
8844985577977134082,False
7382518918423662195,False
6567048417645542423,False
1699417066329778175,False
4092213822200980655,False
6516494232576790197,False
4654294940573234109,False
6075856508043805215,False
8584726085116011366,False
2214435262567335386,False
3748323952141621610,False
6615809558196529793,False
2443040281202051484,False
8685031589873305144,False
7689435558204852071,False
1997352976187944396,False
2472395118211333309,False
2092543960224193248,False
2519505246466332800,False
5901740716612713679,False
8051882897005758892,False
962805617757052930,False
6009513019029485077,False
1383548272839467358,False
8429765041490957703,False
6850500524795363904,False
8779645435525704688,False
7985279173686830862,True
2807400327379160305,False
6794363636405722507,False
7691870496494335074,False
3448025280379071720,True
7734130752999646073,False
5087006637808704657,True
4765768314346281810,False
3140857674742195201,False
6085979791470154561,False
43736577787965003,False
2703598444536981709,False
3360118801677872377,False
7221666033835913415,False
7514064361890761388,False
6283877108556377087,False
4551005862512446588,False
6791634773845508183,False
7742432456328457241,False
1373726581247569982,False
8488643511805326594,False
6945509979449410472,False
2796198104379927522,False
4469541953644399054,False
1325246885750605173,False
4668026472556407052,False
5684563112014628016,False
1100799776089376991,False
5414223093879285847,False
5007868687848644989,False
8393146990789400779,False
2665901546236266776,False
3180159027958410657,False
1939022368011844770,False
1656898369049743834,False
6174418983397801632,False
5084217771484924954,False
8796245094935037272,False
6041945238080975560,False
23928459555972736,False
3961978466075897820,False
665581395080289022,False
7389627461515008886,False
8045516306944016001,False
1217456511604814585,False
7092571670270796740,False
9026016608064971947,False
647980844149058878,False
2088239088210136334,False
5530521363374078776,False
132575656698308921,False
307711779977699321,False
1692572695588034483,False
2105146239783384555,False
1287520795468589242,False
3343726646828846953,False
7068550934493663438,False
6414268433907762629,False
2846510965729916356,False
3727925220763288157,False
6341991502698114232,False
6011776198753284843,False
4531569142947921408,False
6293602907961554861,False
8738602530384506092,False
264292009385064187,True
1776614606278632964,False
8342814838288275325,False
198618166146620290,False
967873461968596038,False
4213362979926568836,False
6065718079130027443,False
3019099408593348890,False
7678349652356964603,True
4199063931744693961,False
792260814556216668,False
3971919525201531221,False
3137936864227850584,False
7180334670367385535,False
5139671186356383383,False
7524392942882764034,False
3742163940091797536,False
6128649807094981317,False
8248700563923731575,False
3921376651134351121,False
5827910203585442990,False
6066298593135896164,False
6863385546591568199,False
2369089743055945846,False
787861250789828598,False
6500996544308260425,False
8469802086067620575,False
2192628158121918481,False
8646302473831674927,False
7373969614508446072,False
4800790160850105444,False
1541742784591694259,False
3549130115546740820,False
7698210644299027020,False
2528956621507842356,False
1344392688447743285,False
1558640352453597530,False
1540276022652021430,False
402806011013006200,False
3515525742494220043,False
847361470307380540,False
2650345342805181844,False
3777978803180894942,False
1255759006360406022,False
8927042461925345082,False
4541992178756144254,False
1851606361154894487,False
5201049281568243223,False
991872941582453556,False
5629878225090340761,False
7139636338682298209,False
8343412086981384884,False
6325200060506809801,False
420185202252987218,False
6761303199253471850,False
7494135265328270078,False
8144306126331070635,False
2727761537852429146,False
9083289944370060155,False
1167246508782281938,False
3338965316488045771,False
8994191182175080373,False
2916916557882176740,False
3529943540083645118,False
7558705134127642396,False
1881423304677208016,False
7442363743391772633,False
7249871027031805755,False
2590582929183377307,False
3934923664316966366,False
1014832304515705502,False
4774073640955766789,False
1488222713293150769,False
2056168326318127232,False
4332759321829066597,False
8933435706150358389,False
8783509718960113698,False
6078985328300537653,False
6220996081606962031,False
151225908300575679,False
3031211042952399702,False
6369628874347183045,False
1372070090255555929,False
5420192767378587432,False
3473304699601786012,False
2445423928003579737,False
7001666312839748321,False
4371213832832289186,False
1604730291612077016,False
6359385247305311498,False
2486722001737865496,False
160257333871925907,False
7963446940570214464,False
4530765588512323858,False
4810709635028553641,False
3238663842901493705,False
675016187984809208,False
301935858145384845,False
2697052930366978988,False
1669151220145954988,False
7587333952422673194,False
6256317619505127009,False
2003140250938288327,False
4049238348941949387,False
7996844285764717357,True
2130670927836715115,False
8044903504693450594,False
7980231190652774130,True
6882368089621756449,False
2333111557024309981,False
761567321818291988,False
8108153133611608329,False
7694436215316752637,False
423134352497015928,False
7840281836457761620,False
1159927640961402575,False
574948686433962277,False
1853416032398165518,False
893807709074866658,False
2518177564717110820,False
3034317346395012327,False
3153630536503160115,False
2455200962545757211,False
2469177027395786728,False
8824045101846130746,False
8706006968724694985,False
9078927686865710983,False
1332376231135715825,False
1996759345925843700,False
3150382214818637793,False
2301160824017876425,False
2620147049681340177,False
3271431968177296093,False
9182091865116249743,False
4093638628104754618,False
6350540009470079669,False
3241468311499421182,False
6090391755927042521,False
6498539740900883683,False
6329694980183259436,False
8719791453904434084,False
147849234158855797,False
4436818597321304350,False
2937202392645593469,False
6503069121583466107,False
7519727140878187152,False
8080886101949050411,False
1261608707663961195,False
2416191008365651158,False
2407050982010785513,False
6143631839017414674,False
3409916031040754940,False
4885899088447598507,False
6244589181505664222,False
7035436752180150214,False
2575849980929095178,False
6896008780699937377,False
923583904969803738,False
1051368807457727648,False
5477790622953325862,False
8107874216750281678,False
2691562779321874334,False
8345058397572010059,False
3592150078384644737,False
1443965399060315405,False
8190680789466918594,False
6257345275856087904,False
48290178761612125,False
4677704786338154558,False
1268599644032494027,False
2135384771550103669,False
6770065970111048179,True
5846355560661505679,False
5975254381673536534,False
1475413923218754734,False
967437574036198935,False
8087237961717827200,False
2472333565963910958,False
205725596699359820,False
476056077792125814,True
7538091877650019087,False
6379260057348220212,True
2330068477582395453,False
1826678708581348656,False
3644978935006470457,False
4358504003565329030,False
8649807383887114898,False
3702170431787422987,False
5678726138877217929,False
8317713459191102350,False
1506063951724669953,False
2867327964544823388,False
2565922611402024673,False
2293294058301274751,False
2768174614648726218,False
907260059531525754,False
2075437764606298545,False
